Temperature (°C),Humidity (%),Pressure (hPa),Voltage (V),Fire Alarm
19.32,47.76,939.58,0.149717,0
19.33,47.65,939.582,0.1103,0
19.32,47.56,939.576,0.158001,0
19.37,47.38,939.568,0.137531,0
19.4,47.33,939.573,0.174933,0
19.43,47.27,939.579,0.133536,0
19.47,47.18,939.578,0.162189,0
19.46,47.11,939.583,0.179239,0
19.49,47.08,939.581,0.179239,0
19.51,47.01,939.591,0.166407,0
19.53,46.92,939.595,0.196741,0
18.23,46.85,939.604,0.360111,0
17.83,47.26,939.61,0.334728,0
17.68,47.93,939.614,0.324686,0
17.52,48.69,939.607,0.285213,0
17.41,49.33,939.614,0.285213,0
17.32,49.87,939.614,0.280362,0
17.28,50.39,939.604,0.299879,0
17.21,50.83,939.597,0.290083,0
17.14,51.2,939.592,0.294972,0
17.13,51.55,939.592,0.299879,0
17.09,51.82,939.596,0.24229,0
17.03,52.05,939.599,0.228373,0
17.0,52.24,939.595,0.275531,0
16.99,52.48,939.604,0.237628,0
16.95,52.64,939.617,0.256409,0
16.92,52.73,939.623,0.237628,0
16.88,52.92,939.619,0.228373,0
16.89,53.04,939.625,0.24229,0
16.85,53.12,939.628,0.265929,0
16.85,53.24,939.624,0.27072,0
16.79,53.36,939.628,0.290083,0
16.79,53.42,939.627,0.256409,0
16.77,53.52,939.62,0.261158,0
16.76,53.56,939.627,0.251681,0
16.76,53.65,939.611,0.261158,0
16.75,53.7,939.619,0.261158,0
16.73,53.75,939.623,0.214667,0
16.72,53.87,939.623,0.237628,0
16.72,53.91,939.623,0.232989,0
16.69,53.96,939.618,0.265929,0
17.96,54.1,939.613,0.091975,0
18.36,53.66,939.615,0.078063,0
18.57,52.92,939.625,0.088433,0
18.68,52.18,939.61,0.091975,0
18.78,51.55,939.606,0.137531,0
18.86,50.91,939.618,0.106556,0
18.93,50.33,939.617,0.121756,0
18.99,49.92,939.621,0.133536,0
19.09,49.53,939.621,0.153843,0
19.12,49.22,939.611,0.1179,0
19.16,48.95,939.624,0.1179,0
19.2,48.69,939.624,0.137531,0
19.29,48.49,939.614,0.121756,0
19.32,48.31,939.622,0.106556,0
19.33,48.09,939.626,0.114081,0
19.37,48.0,939.63,0.106556,0
19.4,47.89,939.64,0.114081,0
19.41,47.76,939.645,0.1103,0
19.46,47.68,939.647,0.1179,0
19.49,47.59,939.651,0.0681,0
19.49,47.5,939.637,0.084932,0
19.54,47.42,939.633,0.1103,0
19.57,47.34,939.639,0.1103,0
19.55,47.26,939.644,0.091975,0
19.6,47.16,939.624,0.091975,0
19.6,47.12,939.621,0.106556,0
19.64,47.02,939.61,0.091975,0
19.67,47.0,939.627,0.145623,0
19.64,46.98,939.639,0.1103,0
18.4,46.85,939.647,0.237628,0
17.98,47.31,939.656,0.246974,0
17.78,47.96,939.657,0.232989,0
17.68,48.74,939.661,0.237628,0
17.52,49.39,939.657,0.251681,0
17.48,49.96,939.644,0.214667,0
17.41,50.46,939.639,0.187936,0
17.37,50.97,939.64,0.129574,0
17.28,51.31,939.641,0.158001,0
17.24,51.62,939.626,0.153843,0
17.24,51.93,939.622,0.125647,0
17.2,52.19,939.627,0.129574,0
17.17,52.39,939.623,0.114081,0
17.11,52.59,939.617,0.133536,0
17.1,52.76,939.613,0.14156,0
17.07,52.89,939.629,0.145623,0
17.03,53.08,939.631,0.099186,0
17.0,53.18,939.632,0.084932,0
17.0,53.28,939.626,0.129574,0
16.98,53.4,939.631,0.1179,0
16.95,53.44,939.635,0.106556,0
16.95,53.57,939.628,0.133536,0
16.95,53.66,939.63,0.084932,0
16.91,53.73,939.632,0.081475,0
16.91,53.79,939.644,0.091975,0
16.91,53.84,939.648,0.125647,0
16.91,53.92,939.648,0.099186,0
16.89,53.96,939.65,0.081475,0
16.85,54.11,939.63,0.091975,0
18.12,54.26,939.626,0.004468,0
18.51,53.74,939.627,0.005872,0
18.71,53.03,939.637,0.009035,0
18.84,52.28,939.625,0.012617,0
18.92,51.62,939.63,0.010777,0
18.99,51.04,939.638,0.007397,0
19.12,50.53,939.642,0.0004,0
19.18,50.03,939.651,0.001131,0
19.26,49.67,939.639,0.001131,0
19.29,49.34,939.645,0.009035,0
19.34,49.07,939.64,0.010777,0
19.39,48.83,939.625,0.007397,0
19.41,48.61,939.62,0.004468,0
19.44,48.46,939.608,0.003198,0
19.55,48.02,939.628,0.007397,0
19.57,47.94,939.63,0.001131,0
19.6,47.86,939.641,0.003198,0
19.62,47.73,939.637,0.004468,0
19.65,47.69,939.645,0.014551,0
19.68,47.61,939.643,0.003198,0
19.7,47.45,939.627,0.020866,0
19.74,47.35,939.633,0.002078,0
19.77,47.27,939.626,0.005872,0
19.77,47.23,939.62,0.002078,0
19.82,47.17,939.618,0.0004,0
19.79,47.17,939.62,0.007397,0
18.54,46.98,939.626,0.049505,0
18.1,47.46,939.625,0.049505,0
17.93,48.2,939.614,0.049505,0
17.79,48.96,939.614,0.058571,0
17.71,49.58,939.618,0.078063,0
17.64,50.14,939.627,0.052473,0
17.57,50.64,939.628,0.046592,0
17.5,51.13,939.641,0.02547,0
17.44,51.43,939.644,0.043736,0
17.41,51.76,939.647,0.052473,0
17.34,52.22,939.645,0.020866,0
17.28,52.46,939.637,0.020866,0
17.27,52.67,939.636,0.035523,0
17.26,52.78,939.639,0.049505,0
17.23,52.95,939.642,0.027881,0
17.2,53.06,939.632,0.0382,0
17.16,53.21,939.637,0.049505,0
17.16,53.28,939.646,0.061697,0
17.13,53.41,939.64,0.0681,0
17.11,53.46,939.642,0.012617,0
17.1,53.58,939.635,0.055496,0
17.1,53.71,939.637,0.043736,0
17.09,53.77,939.629,0.058571,0
17.06,53.82,939.634,0.055496,0
17.03,53.95,939.635,0.02313,0
17.02,54.02,939.63,0.005872,0
17.02,54.09,939.633,0.005872,0
16.99,54.15,939.651,0.005872,0
16.99,54.24,939.652,0.002078,0
19.47,49.06,939.631,0.009035,0
19.53,48.84,939.629,0.001131,0
19.6,48.39,939.631,0.004468,0
19.67,48.02,939.651,0.0004,0
19.72,47.96,939.651,0.001131,0
19.74,47.85,939.656,0.003198,0
19.88,47.82,939.619,0.004468,0
19.89,47.78,939.608,0.007397,0
19.91,47.67,939.603,0.009035,0
19.95,47.66,939.6,0.007397,0
19.93,47.59,939.594,0.004468,0
19.98,47.53,939.599,0.007397,0
19.99,47.49,939.603,0.005872,0
20.02,47.43,939.601,0.004468,0
20.01,47.37,939.596,0.002078,0
20.05,47.27,939.588,0.001131,0
20.08,47.2,939.586,0.002078,0
18.79,47.11,939.594,0.027881,0
18.37,47.59,939.59,0.03291,0
18.18,48.33,939.586,0.058571,0
18.07,49.09,939.596,0.014551,0
17.98,49.73,939.599,0.014551,0
17.89,50.34,939.597,0.02547,0
17.82,50.82,939.593,0.027881,0
17.77,51.3,939.596,0.004468,0
17.72,51.65,939.604,0.016573,0
17.67,51.98,939.604,0.0004,0
17.62,52.24,939.614,0.014551,0
17.61,52.45,939.615,0.014551,0
17.55,52.67,939.616,0.010777,0
17.52,52.87,939.608,0.001131,0
17.51,53.04,939.604,0.002078,0
17.5,53.18,939.604,0.001131,0
17.42,53.33,939.616,0.004468,0
17.42,53.42,939.617,0.012617,0
17.42,53.56,939.614,0.002078,0
17.38,53.66,939.62,0.005872,0
17.34,53.85,939.611,0.010777,0
18.92,47.2,939.613,0.016573,0
18.53,47.7,939.619,0.014551,0
18.33,48.42,939.619,0.03291,0
18.18,49.11,939.623,0.046592,0
18.09,49.78,939.615,0.058571,0
18.03,50.39,939.609,0.074695,0
17.95,50.88,939.607,0.016573,0
17.9,51.31,939.605,0.040938,0
17.83,51.66,939.606,0.020866,0
17.79,51.98,939.606,0.058571,0
17.77,52.21,939.597,0.043736,0
17.71,52.47,939.601,0.043736,0
17.69,52.67,939.595,0.061697,0
17.64,52.84,939.6,0.049505,0
17.61,52.97,939.586,0.0681,0
17.62,53.11,939.585,0.020866,0
17.58,53.22,939.585,0.052473,0
17.54,53.38,939.58,0.052473,0
17.55,53.45,939.584,0.064874,0
17.51,53.56,939.585,0.035523,0
17.48,53.62,939.59,0.046592,0
17.47,53.69,939.584,0.078063,0
17.45,53.75,939.59,0.071374,0
17.44,53.85,939.593,0.078063,0
17.44,53.9,939.583,0.071374,0
17.44,53.95,939.59,0.064874,0
17.41,54.05,939.596,0.040938,0
17.38,54.08,939.601,0.071374,0
17.38,54.13,939.605,0.055496,0
17.37,54.18,939.598,0.099186,0
18.65,54.33,939.602,0.009035,0
19.03,53.83,939.616,0.018679,0
19.27,53.04,939.611,0.016573,0
19.37,52.31,939.61,0.010777,0
19.5,51.65,939.621,0.010777,0
19.58,51.04,939.632,0.012617,0
19.64,50.52,939.634,0.03291,0
19.7,50.06,939.628,0.005872,0
19.77,49.67,939.625,0.020866,0
19.78,49.34,939.626,0.030362,0
19.85,49.1,939.621,0.0382,0
19.88,48.86,939.616,0.064874,0
19.93,48.6,939.606,0.02547,0
19.98,48.5,939.607,0.035523,0
19.99,48.29,939.596,0.03291,0
20.02,48.16,939.602,0.018679,0
20.06,48.04,939.595,0.043736,0
20.09,47.96,939.613,0.046592,0
20.1,47.87,939.623,0.0382,0
20.12,47.77,939.617,0.035523,0
20.15,47.73,939.61,0.010777,0
20.18,47.61,939.607,0.030362,0
20.18,47.58,939.622,0.02313,0
20.2,47.43,939.629,0.0382,0
20.23,47.43,939.62,0.035523,0
20.27,47.37,939.613,0.014551,0
20.25,47.3,939.615,0.040938,0
20.25,47.24,939.609,0.03291,0
20.29,47.21,939.601,0.03291,0
20.29,47.14,939.592,0.012617,0
19.03,47.09,939.595,0.09556,0
18.63,47.56,939.592,0.114081,0
18.44,48.24,939.58,0.114081,0
18.31,48.97,939.576,0.1179,0
18.2,49.62,939.576,0.061697,0
18.12,50.21,939.572,0.09556,0
18.06,50.73,939.58,0.081475,0
18.03,51.16,939.573,0.052473,0
17.96,51.55,939.568,0.074695,0
17.89,51.83,939.572,0.078063,0
17.86,52.04,939.576,0.030362,0
17.85,52.32,939.576,0.064874,0
17.81,52.49,939.579,0.064874,0
17.79,52.71,939.579,0.049505,0
17.72,52.85,939.564,0.049505,0
17.71,52.98,939.568,0.074695,0
17.69,53.12,939.57,0.061697,0
17.67,53.26,939.562,0.0382,0
17.64,53.37,939.566,0.030362,0
17.62,53.44,939.574,0.046592,0
17.62,53.51,939.569,0.0382,0
17.57,53.6,939.562,0.030362,0
17.55,53.68,939.56,0.030362,0
17.55,53.75,939.564,0.03291,0
17.54,53.78,939.573,0.058571,0
17.51,53.84,939.57,0.055496,0
17.48,53.94,939.584,0.052473,0
17.5,53.93,939.573,0.078063,0
17.48,54.01,939.577,0.055496,0
17.48,54.05,939.577,0.064874,0
18.76,54.15,939.581,0.005872,0
19.16,53.65,939.579,0.018679,0
19.39,52.87,939.585,0.005872,0
19.5,52.07,939.589,0.014551,0
19.62,51.43,939.592,0.014551,0
19.65,50.75,939.59,0.043736,0
19.75,50.26,939.59,0.014551,0
19.82,49.76,939.591,0.02547,0
19.88,49.41,939.597,0.046592,0
19.91,49.05,939.606,0.052473,0
19.95,48.76,939.604,0.049505,0
20.01,48.5,939.605,0.0382,0
20.04,48.32,939.608,0.064874,0
20.08,48.1,939.605,0.064874,0
20.09,47.98,939.593,0.074695,0
20.12,47.86,939.597,0.0382,0
20.16,47.7,939.597,0.020866,0
20.19,47.62,939.609,0.043736,0
20.2,47.51,939.605,0.055496,0
20.23,47.42,939.612,0.055496,0
20.26,47.35,939.61,0.040938,0
20.27,47.3,939.608,0.043736,0
20.3,47.25,939.603,0.049505,0
20.33,47.18,939.605,0.03291,0
20.34,47.1,939.602,0.035523,0
20.34,47.09,939.617,0.058571,0
20.37,47.01,939.613,0.016573,0
20.37,46.96,939.608,0.02313,0
20.4,46.92,939.6,0.027881,0
20.4,46.88,939.603,0.046592,0
19.16,46.78,939.603,0.099186,0
18.74,47.32,939.602,0.14156,0
18.54,47.97,939.596,0.149717,0
18.38,48.74,939.597,0.133536,0
18.33,49.4,939.605,0.102851,0
18.24,50.0,939.608,0.088433,0
18.18,50.48,939.598,0.133536,0
18.1,50.89,939.603,0.1103,0
18.05,51.25,939.599,0.106556,0
18.03,51.59,939.603,0.078063,0
17.99,51.89,939.6,0.09556,0
17.93,52.09,939.598,0.091975,0
17.92,52.3,939.6,0.099186,0
17.89,52.47,939.595,0.074695,0
17.86,52.6,939.595,0.091975,0
17.83,52.78,939.601,0.078063,0
17.81,52.92,939.594,0.084932,0
17.78,53.0,939.592,0.078063,0
17.75,53.11,939.605,0.071374,0
17.74,53.22,939.6,0.14156,0
17.72,53.28,939.601,0.078063,0
17.69,53.4,939.606,0.09556,0
17.69,53.49,939.61,0.14156,0
17.65,53.5,939.604,0.1179,0
17.64,53.59,939.614,0.071374,0
17.64,53.6,939.616,0.125647,0
17.61,53.68,939.618,0.121756,0
17.64,53.72,939.615,0.121756,0
17.61,53.77,939.622,0.102851,0
17.61,53.82,939.621,0.1103,0
18.91,53.97,939.625,0.071374,0
19.29,53.45,939.615,0.0681,0
19.5,52.7,939.62,0.001131,0
19.61,51.93,939.616,0.049505,0
19.71,51.23,939.618,0.016573,0
19.79,50.63,939.618,0.043736,0
19.86,50.1,939.613,0.058571,0
19.92,49.67,939.616,0.046592,0
19.98,49.26,939.603,0.058571,0
20.05,48.94,939.608,0.052473,0
20.06,48.68,939.604,0.040938,0
20.12,48.44,939.602,0.046592,0
20.15,48.26,939.604,0.091975,0
20.2,47.98,939.62,0.061697,0
20.25,47.83,939.612,0.099186,0
20.3,47.69,939.626,0.084932,0
20.3,47.57,939.629,0.071374,0
20.34,47.5,939.62,0.078063,0
20.36,47.45,939.624,0.030362,0
20.37,47.36,939.619,0.043736,0
20.4,47.32,939.618,0.061697,0
20.43,47.29,939.616,0.035523,0
20.43,47.27,939.632,0.010777,0
20.46,47.21,939.625,0.016573,0
20.5,47.18,939.619,0.005872,0
20.48,47.11,939.626,0.002078,0
20.53,47.07,939.632,0.004468,0
19.29,47.01,939.635,0.055496,0
18.84,47.48,939.637,0.0681,0
18.63,48.19,939.646,0.064874,0
18.53,48.97,939.643,0.0382,0
18.41,49.66,939.64,0.012617,0
18.36,50.22,939.632,0.018679,0
18.27,50.75,939.622,0.03291,0
18.21,51.19,939.625,0.049505,0
18.13,51.84,939.636,0.012617,0
18.07,52.08,939.639,0.014551,0
18.06,52.32,939.642,0.004468,0
18.0,52.56,939.635,0.02547,0
17.99,52.74,939.64,0.014551,0
17.96,52.87,939.631,0.018679,0
17.92,53.17,939.643,0.020866,0
17.88,53.28,939.644,0.0004,0
17.86,53.42,939.634,0.001131,0
17.79,53.65,939.629,0.010777,0
17.81,53.77,939.62,0.009035,0
17.74,53.91,939.617,0.002078,0
17.74,53.93,939.617,0.002078,0
17.74,54.07,939.61,0.010777,0
17.68,54.2,939.615,0.002078,0
20.27,48.32,939.599,0.004468,0
20.3,48.14,939.595,0.004468,0
20.33,47.97,939.61,0.018679,0
20.37,47.86,939.618,0.012617,0
20.37,47.75,939.613,0.005872,0
20.41,47.65,939.61,0.020866,0
20.43,47.5,939.61,0.014551,0
20.47,47.43,939.611,0.018679,0
20.47,47.36,939.621,0.004468,0
20.5,47.26,939.62,0.009035,0
20.51,47.18,939.604,0.02547,0
20.54,47.18,939.593,0.020866,0
20.56,47.07,939.601,0.0382,0
20.6,47.05,939.608,0.040938,0
20.58,46.98,939.616,0.055496,0
20.6,46.93,939.61,0.046592,0
20.63,46.85,939.61,0.02547,0
19.37,46.77,939.61,0.149717,0
18.92,47.24,939.621,0.162189,0
18.75,48.0,939.628,0.158001,0
18.63,48.73,939.624,0.174933,0
18.54,49.42,939.621,0.1179,0
18.46,49.95,939.621,0.183573,0
18.38,50.41,939.626,0.149717,0
18.31,50.85,939.637,0.106556,0
18.21,51.45,939.625,0.133536,0
18.18,51.74,939.62,0.149717,0
18.16,51.95,939.616,0.187936,0
18.1,52.18,939.614,0.1179,0
18.1,52.36,939.615,0.187936,0
18.05,52.47,939.608,0.133536,0
18.03,52.6,939.616,0.145623,0
17.98,52.72,939.617,0.129574,0
17.96,52.82,939.611,0.129574,0
17.95,52.97,939.607,0.179239,0
17.92,53.01,939.613,0.210148,0
17.92,53.09,939.625,0.192325,0
17.9,53.2,939.624,0.179239,0
17.86,53.26,939.616,0.201184,0
17.88,53.31,939.618,0.149717,0
17.85,53.35,939.617,0.179239,0
17.83,53.41,939.62,0.170655,0
17.83,53.46,939.621,0.196741,0
17.81,53.52,939.629,0.179239,0
17.79,53.55,939.625,0.192325,0
17.79,53.61,939.631,0.196741,0
19.06,53.7,939.625,0.09556,0
19.49,53.2,939.63,0.1179,0
19.7,52.45,939.643,0.14156,0
19.81,51.68,939.64,0.09556,0
19.91,50.95,939.632,0.145623,0
19.99,50.36,939.627,0.153843,0
20.04,49.83,939.627,0.133536,0
20.12,49.4,939.627,0.170655,0
20.16,48.99,939.627,0.133536,0
20.2,48.68,939.627,0.153843,0
20.25,48.43,939.63,0.153843,0
20.3,48.2,939.621,0.196741,0
20.33,47.98,939.617,0.166407,0
20.37,47.82,939.616,0.187936,0
20.41,47.64,939.622,0.174933,0
20.44,47.55,939.623,0.166407,0
20.47,47.36,939.629,0.201184,0
20.5,47.3,939.642,0.179239,0
20.51,47.22,939.631,0.170655,0
20.53,47.1,939.626,0.174933,0
20.57,47.01,939.631,0.166407,0
20.58,46.92,939.63,0.205653,0
20.6,46.87,939.636,0.192325,0
20.61,46.81,939.634,0.210148,0
20.64,46.75,939.631,0.196741,0
20.66,46.69,939.624,0.162189,0
20.68,46.65,939.618,0.183573,0
20.68,46.61,939.617,0.201184,0
20.7,46.55,939.612,0.196741,0
20.71,46.5,939.624,0.22378,0
19.49,46.43,939.631,0.365234,0
19.03,46.9,939.624,0.344834,0
18.82,47.62,939.627,0.37037,0
18.71,48.35,939.625,0.37037,0
18.6,49.03,939.621,0.349911,0
18.55,49.61,939.628,0.304805,0
18.47,50.16,939.615,0.299879,0
18.41,50.56,939.621,0.314711,0
18.36,50.97,939.622,0.27072,0
18.33,51.3,939.625,0.205653,0
18.3,51.56,939.624,0.219211,0
18.23,51.82,939.62,0.187936,0
18.17,52.05,939.62,0.237628,0
18.16,52.18,939.609,0.228373,0
18.13,52.34,939.607,0.232989,0
18.12,52.52,939.606,0.179239,0
18.1,52.65,939.616,0.214667,0
18.06,52.75,939.624,0.237628,0
18.05,52.84,939.633,0.192325,0
18.02,52.95,939.618,0.158001,0
18.0,53.08,939.627,0.174933,0
17.96,53.16,939.626,0.174933,0
17.95,53.22,939.627,0.246974,0
17.96,53.25,939.634,0.219211,0
17.96,53.36,939.643,0.205653,0
17.93,53.43,939.638,0.210148,0
17.89,53.45,939.646,0.179239,0
17.88,53.51,939.638,0.232989,0
17.88,53.52,939.637,0.210148,0
17.86,53.57,939.633,0.187936,0
19.19,53.67,939.632,0.1179,0
19.58,53.21,939.624,0.149717,0
19.75,52.43,939.627,0.129574,0
19.89,51.66,939.636,0.145623,0
20.01,50.92,939.629,0.170655,0
20.06,50.31,939.627,0.121756,0
20.15,49.81,939.64,0.170655,0
20.22,49.37,939.631,0.1103,0
20.25,48.95,939.653,0.149717,0
20.3,48.64,939.64,0.1103,0
20.34,48.41,939.635,0.158001,0
20.36,48.16,939.641,0.22378,0
20.43,47.93,939.638,0.174933,0
20.43,47.74,939.64,0.174933,0
20.5,47.58,939.657,0.153843,0
20.53,47.46,939.633,0.22378,0
20.56,47.34,939.636,0.22378,0
20.6,47.15,939.642,0.149717,0
20.63,47.02,939.643,0.210148,0
20.66,46.99,939.639,0.205653,0
20.67,46.89,939.642,0.153843,0
20.7,46.82,939.633,0.196741,0
20.7,46.76,939.642,0.214667,0
20.71,46.7,939.65,0.205653,0
20.74,46.69,939.647,0.179239,0
20.74,46.61,939.655,0.179239,0
20.75,46.58,939.653,0.174933,0
20.77,46.55,939.651,0.187936,0
20.81,46.53,939.657,0.196741,0
19.55,46.39,939.65,0.265929,0
19.12,46.88,939.653,0.246974,0
18.92,47.62,939.647,0.280362,0
18.78,48.39,939.642,0.261158,0
18.69,49.07,939.635,0.265929,0
18.61,49.6,939.636,0.261158,0
18.57,50.1,939.64,0.228373,0
18.5,50.49,939.644,0.251681,0
18.47,50.88,939.632,0.219211,0
18.4,51.18,939.637,0.22378,0
18.36,51.49,939.637,0.170655,0
18.3,51.68,939.643,0.196741,0
18.27,51.88,939.641,0.205653,0
18.26,52.05,939.641,0.201184,0
18.21,52.21,939.64,0.196741,0
18.2,52.29,939.643,0.179239,0
18.16,52.43,939.648,0.256409,0
18.13,52.56,939.648,0.210148,0
18.14,52.69,939.658,0.201184,0
18.1,52.76,939.656,0.192325,0
18.07,52.85,939.657,0.219211,0
18.09,52.9,939.658,0.24229,0
18.05,52.95,939.656,0.232989,0
18.05,53.01,939.647,0.24229,0
18.03,53.09,939.651,0.22378,0
18.02,53.15,939.647,0.246974,0
18.0,53.19,939.65,0.219211,0
17.99,53.22,939.649,0.22378,0
17.99,53.28,939.657,0.299879,0
17.95,53.33,939.655,0.294972,0
19.29,53.42,939.665,0.162189,0
19.68,52.92,939.666,0.183573,0
19.83,52.12,939.66,0.158001,0
19.98,51.33,939.661,0.170655,0
20.06,50.61,939.657,0.183573,0
20.15,50.0,939.65,0.153843,0
20.22,49.43,939.649,0.219211,0
20.26,49.01,939.655,0.166407,0
20.33,48.61,939.651,0.265929,0
20.37,48.31,939.65,0.246974,0
20.43,48.01,939.653,0.237628,0
20.48,47.77,939.655,0.219211,0
20.53,47.57,939.648,0.256409,0
20.57,47.36,939.655,0.280362,0
20.57,47.25,939.665,0.24229,0
20.58,47.12,939.663,0.304805,0
20.64,46.99,939.664,0.299879,0
20.67,46.85,939.653,0.290083,0
20.68,46.78,939.644,0.290083,0
20.71,46.63,939.655,0.24229,0
20.74,46.6,939.658,0.324686,0
20.77,46.55,939.657,0.31969,0
20.78,46.45,939.656,0.334728,0
20.8,46.39,939.659,0.329698,0
20.81,46.33,939.673,0.294972,0
20.83,46.25,939.673,0.304805,0
20.84,46.2,939.666,0.349911,0
20.85,46.14,939.666,0.339773,0
20.87,46.08,939.659,0.360111,0
20.87,46.03,939.662,0.334728,0
19.65,45.96,939.666,0.427763,0
19.19,46.4,939.662,0.502802,0
19.02,47.16,939.65,0.508233,0
18.89,47.87,939.647,0.491966,0
18.78,48.5,939.652,0.513673,0
18.71,49.09,939.639,0.45968,0
18.58,49.95,939.661,0.448997,0
18.55,50.33,939.672,0.433055,0
18.5,50.66,939.673,0.422483,0
18.46,50.93,939.658,0.406714,0
18.41,51.18,939.646,0.339773,0
18.38,51.41,939.648,0.401483,0
18.33,51.58,939.655,0.385866,0
18.3,51.73,939.655,0.365234,0
18.28,51.88,939.638,0.375522,0
18.23,52.0,939.635,0.37037,0
18.26,52.13,939.644,0.349911,0
18.23,52.24,939.656,0.355004,0
18.21,52.31,939.654,0.304805,0
18.16,52.41,939.653,0.309749,0
18.16,52.54,939.65,0.37037,0
18.13,52.56,939.645,0.360111,0
18.12,52.63,939.659,0.299879,0
18.09,52.72,939.662,0.349911,0
18.12,52.76,939.659,0.360111,0
18.05,52.8,939.661,0.329698,0
18.07,52.87,939.659,0.375522,0
18.05,52.88,939.665,0.355004,0
18.03,52.98,939.667,0.294972,0
19.36,53.06,939.664,0.256409,0
19.75,52.6,939.659,0.205653,0
19.93,51.78,939.648,0.196741,0
20.05,50.99,939.654,0.237628,0
20.16,50.29,939.649,0.205653,0
20.23,49.68,939.642,0.265929,0
20.3,49.15,939.645,0.265929,0
20.36,48.71,939.633,0.214667,0
20.43,48.34,939.632,0.232989,0
20.46,48.04,939.636,0.275531,0
20.54,47.76,939.643,0.256409,0
20.54,47.53,939.649,0.309749,0
20.6,47.29,939.629,0.294972,0
20.64,47.15,939.63,0.314711,0
20.66,46.97,939.631,0.375522,0
20.71,46.85,939.629,0.304805,0
20.73,46.75,939.627,0.299879,0
20.77,46.56,939.634,0.329698,0
20.8,46.5,939.634,0.314711,0
20.81,46.37,939.629,0.365234,0
20.84,46.29,939.638,0.375522,0
20.87,46.24,939.63,0.285213,0
20.87,46.13,939.623,0.309749,0
20.9,46.09,939.616,0.329698,0
20.9,46.03,939.628,0.349911,0
20.92,45.96,939.627,0.339773,0
20.94,45.89,939.63,0.344834,0
20.96,45.92,939.609,0.344834,0
20.95,45.84,939.612,0.365234,0
19.74,45.77,939.619,0.443672,0
19.32,46.24,939.624,0.590606,0
19.1,46.94,939.626,0.513673,0
18.95,47.66,939.627,0.481165,0
18.88,48.3,939.628,0.491966,0
18.79,48.89,939.624,0.497379,0
18.71,49.4,939.631,0.475779,0
18.64,49.77,939.625,0.470403,0
18.6,50.43,939.617,0.433055,0
18.55,50.66,939.615,0.475779,0
18.48,50.95,939.614,0.438358,0
18.46,51.15,939.62,0.448997,0
18.41,51.32,939.614,0.45968,0
18.41,51.46,939.608,0.427763,0
18.38,51.62,939.619,0.438358,0
18.33,51.73,939.631,0.481165,0
18.33,51.85,939.63,0.406714,0
18.28,51.94,939.625,0.45968,0
18.26,52.03,939.631,0.470403,0
18.26,52.09,939.617,0.45968,0
18.23,52.19,939.611,0.45968,0
18.23,52.26,939.606,0.45968,0
18.2,52.31,939.614,0.465036,0
18.2,52.31,939.619,0.417214,0
18.17,52.4,939.613,0.481165,0
18.16,52.46,939.616,0.45968,0
18.14,52.52,939.613,0.454333,0
18.12,52.58,939.606,0.443672,0
19.44,52.7,939.616,0.339773,0
19.82,52.21,939.615,0.37037,0
20.01,51.4,939.615,0.31969,0
20.13,50.6,939.607,0.304805,0
20.25,49.87,939.622,0.329698,0
20.32,49.3,939.626,0.355004,0
20.39,48.77,939.628,0.438358,0
20.47,48.3,939.629,0.454333,0
20.48,47.93,939.63,0.454333,0
20.57,47.65,939.634,0.406714,0
20.58,47.34,939.628,0.470403,0
20.68,46.98,939.619,0.454333,0
20.7,46.87,939.623,0.508233,0
20.75,46.66,939.633,0.470403,0
20.77,46.51,939.637,0.427763,0
20.8,46.45,939.642,0.411958,0
20.81,46.33,939.643,0.411958,0
20.85,46.23,939.624,0.454333,0
20.88,46.12,939.624,0.427763,0
20.92,46.04,939.635,0.427763,0
20.92,45.94,939.639,0.433055,0
20.94,45.92,939.627,0.481165,0
20.98,45.81,939.632,0.438358,0
20.99,45.82,939.631,0.470403,0
20.99,45.79,939.623,0.380687,0
21.02,45.72,939.634,0.427763,0
21.02,45.66,939.644,0.448997,0
21.06,45.67,939.652,0.448997,0
19.82,45.52,939.666,0.546476,0
19.39,46.0,939.681,0.607253,0
19.2,46.78,939.667,0.562976,0
19.05,47.45,939.66,0.557469,0
18.93,48.12,939.655,0.57401,0
18.86,48.69,939.651,0.585068,0
18.81,49.15,939.656,0.57401,0
18.75,49.59,939.653,0.535511,0
18.68,49.91,939.661,0.54099,0
18.63,50.24,939.66,0.502802,0
18.6,50.5,939.644,0.508233,0
18.55,50.71,939.644,0.53004,0
18.51,50.92,939.645,0.53004,0
18.51,51.1,939.629,0.535511,0
18.46,51.25,939.626,0.53004,0
18.46,51.41,939.627,0.513673,0
18.41,51.52,939.649,0.497379,0
18.38,51.6,939.655,0.519121,0
18.36,51.68,939.658,0.53004,0
18.36,51.82,939.662,0.557469,0
18.33,51.88,939.655,0.535511,0
18.31,51.98,939.645,0.481165,0
18.28,52.05,939.649,0.443672,0
18.26,52.11,939.646,0.53004,0
18.26,52.21,939.649,0.519121,0
18.21,52.31,939.656,0.524576,0
18.24,52.34,939.663,0.497379,0
18.24,52.37,939.663,0.470403,0
18.2,52.45,939.657,0.422483,0
19.54,52.58,939.656,0.349911,0
19.89,52.05,939.657,0.355004,0
20.09,51.25,939.659,0.349911,0
20.22,50.45,939.654,0.37037,0
